peopleid3rog3,rog3,ctry,peopleid3,peopnameincountry,peopnameacrosscountries,naturalname,population,rog2,continent,regioncode,regionname,10_40window,peopleid1,affinitybloc,peopleid2,peoplecluster,populationpgac,jpscale,leastreached,frontier,workersneeded,rop25,rop25name,rop3,rol3,primarylanguagename,biblestatus,rlg3,primaryreligion,percentadherents,percentevangelical,indigenouscode,photoccversiontext,photoccversionurl,mapccversiontext,mapccversionurl,jf,audiorecordings,longitude,latitude
19093NG,NG,Niger,19093,"Fulani, Central-Eastern",Fulani,"Central-Eastern Fulani",812000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",844000,1,Y,Y,16,302450,"Fulani (Fula, Fulbe)",109381,fuq,"Fulfulde, Central-Eastern Niger",4,6,Islam,0.100,0.000,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,N,Y,8.4326099996517,15.090710000166
11772SG,SG,Senegal,11772,"Fulani, Fulakunda","Fulani, Fulakunda","Fulakunda Fulani",1963000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",1963000,1,Y,N,39,302450,"Fulani (Fula, Fulbe)",103076,fuc,Pulaar,4,6,Islam,0.800,0.013,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,-14.938985792161,12.896351414886
11245SL,SL,"Sierra Leone",11245,"Fulani, Krio","Fulani, Krio","Krio Fulani",65000,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",65000,1,Y,N,1,304288,"Krio Fula",105311,fuf,Pular,4,6,Islam,0.500,0.100,Y,,,,,Y,Y,-12.954001982306,8.3539847552922
11773IV,IV,"Côte d'Ivoire",11773,"Fulani, Maasina","Fulani, Maasina","Maasina Fulani",552000,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",2006000,1,Y,N,11,302450,"Fulani (Fula, Fulbe)",103078,ffm,"Fulfulde, Maasina",4,6,Islam,0.200,0.100,N,,,,,Y,Y,-5.2076,8.33421
11773ML,ML,Mali,11773,"Fulani, Maasina","Fulani, Maasina","Maasina Fulani",1442000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",2006000,1,Y,Y,29,302450,"Fulani (Fula, Fulbe)",103078,ffm,"Fulfulde, Maasina",4,6,Islam,0.055,0.055,Y,,,,,Y,Y,-4.88543,14.03622
11773UV,UV,"Burkina Faso",11773,"Fulani, Maasina","Fulani, Maasina","Maasina Fulani",12000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",2006000,1,Y,N,1,302450,"Fulani (Fula, Fulbe)",103078,ffm,"Fulfulde, Maasina",4,6,Islam,0.200,0.150,N,,,,,Y,Y,-3.9708849137078,13.372578647687
10949NI,NI,Nigeria,10949,"Fulani, Nigerian","Fulani, Nigerian","Nigerian Fulani",17726000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",17913000,1,Y,N,355,302450,"Fulani (Fula, Fulbe)",101622,fuv,"Fulfulde, Nigerian",4,6,Islam,0.279,0.279,Y,"CC BY-NC-SA 2.0",https://creativecommons.org/licenses/by-nc-sa/2.0/,,,Y,Y,5.2253825630548,13.051764646221
10949CD,CD,Chad,10949,"Fulani, Nigerian","Fulani, Nigerian","Nigerian Fulani",98000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",17913000,1,Y,Y,2,302450,"Fulani (Fula, Fulbe)",101622,fuv,"Fulfulde, Nigerian",4,6,Islam,0.019,0.010,N,"CC BY-NC-SA 2.0",https://creativecommons.org/licenses/by-nc-sa/2.0/,,,Y,Y,17.60194,9.96116
10949CM,CM,Cameroon,10949,"Fulani, Nigerian","Fulani, Nigerian","Nigerian Fulani",89000,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",17913000,1,Y,Y,2,302450,"Fulani (Fula, Fulbe)",101622,fuv,"Fulfulde, Nigerian",4,6,Islam,0.050,0.040,N,"CC BY-NC-SA 2.0",https://creativecommons.org/licenses/by-nc-sa/2.0/,,,Y,Y,14.81338,11.70559
11771UV,UV,"Burkina Faso",11771,"Fulani, Northeastern Burkina","Fulani, Jelgooji","Northeastern Burkina Fulani",456000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",456000,1,Y,N,9,302450,"Fulani (Fula, Fulbe)",103075,fuh,"Fulfulde, Western Niger",4,6,Islam,0.300,0.200,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,-0.52004000034577,14.247099999765
15622GA,GA,Gambia,15622,"Fulani, Pulaar","Fulani, Pulaar","Pulaar Fulani",459000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",3092300,1,Y,N,9,308336,"Tukulor (Pulaar)",110257,fuc,Pulaar,4,6,Islam,0.200,0.100,Y,,,,,Y,Y,-16.225767000147,13.531942000023
15622GV,GV,Guinea,15622,"Fulani, Pulaar","Fulani, Pulaar","Pulaar Fulani",7300,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",3092300,1,Y,N,1,308336,"Tukulor (Pulaar)",110257,fuc,Pulaar,4,6,Islam,0.400,0.080,Y,,,,,Y,Y,-13.6044036614,12.52887413933
15622ML,ML,Mali,15622,"Fulani, Pulaar","Fulani, Pulaar","Pulaar Fulani",382000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",3092300,1,Y,N,8,308336,"Tukulor (Pulaar)",110257,fuc,Pulaar,4,6,Islam,0.200,0.000,Y,,,,,Y,Y,-9.6428,15.0115
15622MR,MR,Mauritania,15622,"Fulani, Pulaar","Fulani, Pulaar","Pulaar Fulani",303000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",3092300,1,Y,N,6,308336,"Tukulor (Pulaar)",110257,fuc,Pulaar,4,6,Islam,0.500,0.210,Y,,,,,Y,Y,-13.502226072875,16.154652180554
15622PU,PU,Guinea-Bissau,15622,"Fulani, Pulaar","Fulani, Pulaar","Pulaar Fulani",371000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",3092300,1,Y,Y,7,308336,"Tukulor (Pulaar)",110257,fuc,Pulaar,4,6,Islam,0.000,0.000,N,,,,,Y,Y,-14.62,11.947
15622SG,SG,Senegal,15622,"Fulani, Pulaar","Fulani, Pulaar","Pulaar Fulani",1549000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",3092300,1,Y,Y,31,308336,"Tukulor (Pulaar)",110257,fuc,Pulaar,4,6,Islam,0.033,0.033,Y,,,,,Y,Y,-14.05428,13.65338
15622US,US,"United States",15622,"Fulani, Pulaar","Fulani, Pulaar","Pulaar Fulani",21000,NAR,"North America",12,"America, North and Caribbean",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",3092300,1,Y,N,1,308336,"Tukulor (Pulaar)",110257,fuc,Pulaar,4,6,Islam,0.600,0.400,N,,,,,Y,Y,-73.859505,40.843428
11770SG,SG,Senegal,11770,"Fulani, Toukaleur","Fulani, Toukaleur","Toukaleur Fulani",723000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",723000,1,Y,Y,14,302450,"Fulani (Fula, Fulbe)",103074,fuc,Pulaar,4,6,Islam,0.050,0.011,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,-15.874769435061,14.857291294957
22337NG,NG,Niger,22337,"Fulani, West Niger","Fulani, West Niger","Fulani, West Niger",649000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",649000,1,Y,Y,13,302450,"Fulani (Fula, Fulbe)",119341,fuh,"Fulfulde, Western Niger",4,6,Islam,0.000,0.000,N,"CC BY-NC 2.0",https://creativecommons.org/licenses/by-nc/2.0/,,,Y,Y,5.277,14.47
15365BN,BN,Benin,15365,"Fulani, Western","Fulani, Western","Western Fulani",47000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",2080400,1,Y,Y,1,302450,"Fulani (Fula, Fulbe)",110780,fuh,"Fulfulde, Western Niger",4,6,Islam,0.000,0.000,Y,,,,,Y,Y,3.10106,12.10982
15365GH,GH,Ghana,15365,"Fulani, Western","Fulani, Western","Western Fulani",5400,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",2080400,1,Y,N,1,302450,"Fulani (Fula, Fulbe)",110780,fuh,"Fulfulde, Western Niger",4,6,Islam,0.600,0.200,Y,,,,,Y,Y,-1.63266,10.14498
15365NG,NG,Niger,15365,"Fulani, Western","Fulani, Western","Western Fulani",657000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",2080400,1,Y,Y,13,302450,"Fulani (Fula, Fulbe)",110780,fuh,"Fulfulde, Western Niger",4,6,Islam,0.020,0.009,Y,,,,,Y,Y,2.1328822886445,13.762725496232
15365UV,UV,"Burkina Faso",15365,"Fulani, Western","Fulani, Western","Western Fulani",1371000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",2080400,1,Y,N,27,302450,"Fulani (Fula, Fulbe)",110780,fuh,"Fulfulde, Western Niger",4,6,Islam,0.699,0.228,Y,,,,,Y,Y,-0.51248180088684,14.255322493717
20064NG,NG,Niger,20064,"Fulani, Wodaabe","Fulani, Wodaabe","Wodaabe Fulani",101000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",101000,1,Y,N,2,308807,Wodaabe,115675,fuq,"Fulfulde, Central-Eastern Niger",4,6,Islam,1.500,1.300,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,N,Y,6.764549,14.517232
11774SU,SU,Sudan,11774,Fulata,"Fulani, Adamawa",Fulata,241000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5131000,1,Y,Y,5,302450,"Fulani (Fula, Fulbe)",103079,fub,"Fulfulde, Adamawa",5,6,Islam,0.000,0.000,Y,,,,,Y,Y,24.67128,11.1292
11769BE,BE,Belgium,11769,Fulbe,Fulbe,Fulbe,8600,EUR,Europe,10,"Europe, Western",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,N,1,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,1.000,0.500,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,4.420487,51.18573
11769CA,CA,Canada,11769,Fulbe,Fulbe,Fulbe,5100,NAR,"North America",12,"America, North and Caribbean",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,Y,1,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,0.009,0.000,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-79.797471,43.385492
11769GV,GV,Guinea,11769,Fulbe,Fulbe,Fulbe,4679000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,Y,94,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,0.009,0.001,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-12.42654,11.31992
11769IT,IT,Italy,11769,Fulbe,Fulbe,Fulbe,3800,EUR,Europe,10,"Europe, Western",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,Y,1,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,0.020,0.001,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,12.467145,41.878155
11769ML,ML,Mali,11769,Fulbe,Fulbe,Fulbe,118000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,Y,2,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,0.009,0.009,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-11.11722,12.1788
11769PU,PU,Guinea-Bissau,11769,Fulbe,Fulbe,Fulbe,2100,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,Y,1,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,0.000,0.000,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-14.27613,11.73695
11769SG,SG,Senegal,11769,Fulbe,Fulbe,Fulbe,234000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,Y,5,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,0.050,0.010,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-14.38535,16.08459
11769SL,SL,"Sierra Leone",11769,Fulbe,Fulbe,Fulbe,312000,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,Y,6,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,0.000,0.000,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-11.211539999771,9.4132400001259
11769US,US,"United States",11769,Fulbe,Fulbe,Fulbe,15000,NAR,"North America",12,"America, North and Caribbean",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",5377600,1,Y,N,1,302450,"Fulani (Fula, Fulbe)",103072,fuf,Pular,4,6,Islam,0.500,0.200,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-73.908829,40.850155
11875CM,CM,Cameroon,11875,Fulbe-Gey,Fulbe-Gey,Fulbe-Gey,4400,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",4400,1,Y,N,1,302657,"Gey (Gewa)",103311,fub,"Fulfulde, Adamawa",5,6,Islam,0.200,0.100,Y,,,,,Y,Y,13.396916026254,9.2877512152464
11775BN,BN,Benin,11775,"Fulfulde, Borgu","Fulfulde, Borgu","Borgu Fulfulde",716000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",841700,1,Y,N,14,302450,"Fulani (Fula, Fulbe)",103080,fue,"Fulfulde, Borgu",4,6,Islam,1.400,0.800,Y,,,,,Y,Y,3.0377599997242,9.6333400003408
11775CA,CA,Canada,11775,"Fulfulde, Borgu","Fulfulde, Borgu","Borgu Fulfulde",700,NAR,"North America",12,"America, North and Caribbean",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",841700,1,Y,N,1,302450,"Fulani (Fula, Fulbe)",103080,fue,"Fulfulde, Borgu",4,6,Islam,1.400,0.300,N,,,,,Y,Y,-79.450291,43.680202
11775TO,TO,Togo,11775,"Fulfulde, Borgu","Fulfulde, Borgu","Borgu Fulfulde",125000,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",173,"Fulani / Fulbe",841700,1,Y,N,2,302450,"Fulani (Fula, Fulbe)",103080,fue,"Fulfulde, Borgu",4,6,Islam,0.500,0.300,N,,,,,Y,Y,0.60159999984012,10.167370000225
11778SU,SU,Sudan,11778,Fungor,Fungor,Fungor,7200,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",248,"Nuba Mountains",7200,1,Y,Y,1,302455,Fungor,103083,fuj,Ko,2,6,Islam,0.000,0.000,Y,"CC BY-NC 2.0",https://creativecommons.org/licenses/by-nc/2.0/,,,N,N,31.53617,10.74434
11779CD,CD,Chad,11779,Fur,Fur,Fur,33000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",264,Ouaddai-Fur,1334400,1,Y,Y,1,302456,Fur,103084,fvr,Fur,3,6,Islam,0.040,0.040,Y,,,,,Y,Y,22.566251727587,11.419374250389
11779EG,EG,Egypt,11779,Fur,Fur,Fur,4400,AFR,Africa,6,"Africa, North and Middle East",Y,22,"Sub-Saharan Peoples",264,Ouaddai-Fur,1334400,1,Y,Y,1,302456,Fur,103084,fvr,Fur,3,6,Islam,0.040,0.000,N,,,,,Y,Y,31.310145,30.073348
11779SU,SU,Sudan,11779,"Fur, Forok",Fur,Fur,1297000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",264,Ouaddai-Fur,1334400,1,Y,N,26,302456,Fur,103084,fvr,Fur,3,6,Islam,4.000,0.700,Y,,,,,Y,Y,24.6998,12.70944
18459CH,CH,China,18459,"Ga Mong","Ga Mong","Ga Mong",71000,ASI,Asia,3,"Asia, Northeast",Y,20,"Southeast Asian Peoples",230,"Miao / Hmong",71000,1,Y,Y,1,302466,"Ga Mong",114059,cqd,"Miao, Chuanqiandian Cluster",5,4,"Ethnic Religions",0.000,0.000,Y,,,,,Y,Y,107.94645829192,26.606039096827
15161SU,SU,Sudan,15161,Gaahmg,Gaahmg,Gaahmg,123000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",245,Nilotic,123000,1,Y,N,2,302468,"Gaam, Ingessana",109675,tbi,Gaam,2,6,Islam,0.500,0.100,Y,"CC BY 4.0",https://creativecommons.org/licenses/by/4.0/,,,N,N,33.97785,11.48506
11787SU,SU,Sudan,11787,Gaaliin,Gaaliin,Gaaliin,3845000,AFR,Africa,7,"Africa, East and Southern",Y,10,"Arab World",117,"Arab, Sudan",3845000,1,Y,N,77,302467,Gaaliin,103097,apd,"Arabic, Sudanese",4,6,Islam,4.100,0.800,Y,,,,,Y,Y,30.138869000304,12.947601000286
19443PK,PK,Pakistan,19443,Gabare,Gabare,Gabare,9200,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",9200,1,Y,Y,1,302473,Gabare,103468,hnd,"Hindko, Southern",3,6,Islam,0.000,0.000,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,71.5110786008,33.4441798318
16675IR,IR,Iran,16675,"Gabri, Dari","Gabri, Dari",Gabri,16000,ASI,Asia,5,"Asia, Central",Y,14,Persian-Median,268,Persian,16000,1,Y,Y,1,306578,"Zoroastrian Dari",114944,gbz,"Dari, Zoroastrian",0,8,"Other / Small",0.000,0.000,Y,"CC BY-NC 2.0",https://creativecommons.org/licenses/by-nc/2.0/,,,N,Y,54.446889999674,31.816100000015
16769IN,IN,India,16769,Gadaba,Gadaba,Gadaba,158000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",158000,1,Y,N,3,302480,Gadaba,112022,tel,Telugu,5,5,Hinduism,1.628,,Y,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,83.255648228698,19.284587891054
11792CD,CD,Chad,11792,Gadang,Gadang,Gadang,7600,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",158,"Chadic  ",7600,1,Y,Y,1,302481,Gadang,103111,gdk,Gadang,0,6,Islam,0.030,0.030,Y,,,,,N,N,16.99700000045,10.424990000388
16768BG,BG,Bangladesh,16768,"Gadaria (Hindu traditions)","Gadaria (Hindu traditions)","Gadaria (Hindu traditions)",4000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",4821300,1,Y,Y,1,302579,Gadaria,112021,ben,Bengali,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,90.575993499203,24.3963774973
16768IN,IN,India,16768,"Gadaria (Hindu traditions)","Gadaria (Hindu traditions)","Gadaria (Hindu traditions)",4808000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",4821300,1,Y,Y,96,302579,Gadaria,112021,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,81.95772578453,26.170549097546
16768NP,NP,Nepal,16768,"Gadaria (Hindu traditions)","Gadaria (Hindu traditions)","Gadaria (Hindu traditions)",9300,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",4821300,1,Y,Y,1,302579,Gadaria,112021,mai,Maithili,4,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,83.521339178723,27.908999644246
17536IN,IN,India,17536,"Gadaria (Muslim traditions)","Gadaria (Muslim traditions)","Gadaria (Muslim traditions)",4600,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",4600,1,Y,Y,1,302579,Gadaria,112958,urd,Urdu,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,82.065708244544,27.324960654373
21718IN,IN,India,21718,"Gadaria Dhingar","Gadaria Dhingar","Dhingar Gadaria",1420000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",1420000,1,Y,Y,28,302579,Gadaria,118506,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,78.08,27.02482
21719IN,IN,India,21719,"Gadaria Nikhad","Gadaria Nikhad","Nikhad Gadaria",1632000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",1632000,1,Y,Y,33,302579,Gadaria,118507,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,"CC BY-NC-SA 2.0",https://creativecommons.org/licenses/by-nc-sa/2.0/,,,Y,Y,80.16305,27.30188
21558IN,IN,India,21558,"Gaddi (Hindu traditions)","Gaddi (Hindu traditions)","Gaddi (Hindu traditions)",277000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",277000,1,Y,Y,6,302484,Gaddi,118353,gbk,Gaddi,4,5,Hinduism,0.016,,Y,,,,,N,Y,76.362,32.672
16770IN,IN,India,16770,"Gaddi (Muslim traditions)","Gaddi (Muslim traditions)","Gaddi (Muslim traditions)",514000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",565200,1,Y,Y,10,302484,Gaddi,112023,urd,Urdu,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,76.190279656371,32.646290980447
16770NP,NP,Nepal,16770,"Gaddi (Muslim traditions)","Gaddi (Muslim traditions)","Gaddi (Muslim traditions)",1200,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",565200,1,Y,Y,1,302484,Gaddi,112023,urd,Urdu,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,82.206499078643,28.274809747266
16770PK,PK,Pakistan,16770,"Gaddi (Muslim traditions)","Gaddi (Muslim traditions)","Gaddi (Muslim traditions)",50000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",565200,1,Y,Y,1,302484,Gaddi,112023,skr,Saraiki,0,6,Islam,0.000,0.000,Y,,,,,Y,Y,74.4663845749,35.3701865939
19444PK,PK,Pakistan,19444,Gadra,Gadra,Gadra,42000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",42000,1,Y,Y,1,302491,Gadra,115607,snd,Sindhi,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,66.632597646813,25.786408716003
16771IN,IN,India,16771,Gagra,Gagra,Gagra,1300,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",412,"South Asia Dalit - other",1300,1,Y,Y,1,302495,Gagra,112026,pan,"Punjabi, Eastern",5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,75.975314885253,31.142319672217
21396CE,CE,"Sri Lanka",21396,Gahala,Gahala,Gahala,11000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",402,"South Asia Buddhist",11000,1,Y,N,1,302498,Gahala,118203,sin,Sinhala,5,2,Buddhism,0.776,,Y,,,,,Y,Y,80.232404603313,7.6677618235742
18456CH,CH,China,18456,Gaiji,Gaiji,Gaiji,40000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",40000,1,Y,Y,1,302501,Gaiji,114056,cmn,"Chinese, Mandarin",5,4,"Ethnic Religions",0.000,0.000,Y,,,,,Y,Y,100.18882905542,24.584957961441
16775BG,BG,Bangladesh,16775,Gain,Gain,Gain,6700,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",6700,1,Y,Y,1,302503,Gain,112033,ben,Bengali,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,90.031687240739,22.901117832695
18457CH,CH,China,18457,"Gaisu, Southern","Gaisu, Southern","Southern Gaisu",49000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",49000,1,Y,N,1,302506,Gaisu,114057,cmn,"Chinese, Mandarin",5,4,"Ethnic Religions",0.300,0.000,Y,,,,,Y,Y,103.35611236859,23.555037162835
18458CH,CH,China,18458,"Gaisu, Western","Gaisu, Western","Western Gaisu",1300,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",1300,1,Y,Y,1,302506,Gaisu,114058,cmn,"Chinese, Mandarin",5,4,"Ethnic Religions",0.000,0.000,Y,,,,,Y,Y,99.441305895051,24.369006826104
19766TU,TU,"Türkiye (Turkey)",19766,"Gajal, Gadzhal","Gajal, Gadzhal",Gajal,18000,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",309,Turkish,18000,1,Y,Y,1,302507,Gajal,115400,tur,Turkish,5,6,Islam,0.000,0.000,Y,"CC BY-NC-SA 2.0",https://creativecommons.org/licenses/by-nc-sa/2.0/,,,Y,Y,26.492496,41.713875
19445PK,PK,Pakistan,19445,Gakkhar,Gakkhar,Gakkhar,63000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",63000,1,Y,Y,1,302509,Gakkhar,115573,hno,"Hindko, Northern",3,6,Islam,0.000,0.000,Y,,,,,Y,Y,73.362267473941,34.669184455155
11808IR,IR,Iran,11808,Galeshi,Galeshi,Galeshi,2200,ASI,Asia,5,"Asia, Central",Y,14,Persian-Median,268,Persian,2200,1,Y,Y,1,302515,Galeshi,103157,glk,Gilaki,3,6,Islam,0.000,0.000,Y,,,,,Y,Y,49.83588,37.13437
16779IN,IN,India,16779,Galleban,Galleban,Galleban,1600,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",1600,1,Y,Y,1,302526,Galwan,112040,kas,Kashmiri,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,76.872242050831,34.418161423773
